customerid,tenure,monthlycharges,totalcharges,churn,seniorcitizen,partner,dependents,source,avgmonthly,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,gender_Male,internetservice_Fiber optic,internetservice_No,tenurebucket_13-24,tenurebucket_25-48,tenurebucket_49+
5842-POCOP,5,88.9,454.15,1,0,Yes,No,kaggle,90.83,False,False,False,False,True,False,True,False,False,False,False
2037-XJFUP,33,95.8,3036.75,1,0,Yes,No,kaggle,92.02272727272727,True,False,False,True,False,True,True,False,False,True,False
8823-RLPWL,72,110.65,8065.65,0,0,Yes,No,kaggle,112.02291666666666,False,True,True,False,False,False,True,False,False,False,True
9505-SQFSW,3,40.3,92.5,0,0,Yes,Yes,kaggle,30.833333333333332,False,False,False,False,True,False,False,False,False,False,False
7314-OXENN,2,82.0,184.65,1,0,No,No,kaggle,92.325,False,False,False,True,False,True,True,False,False,False,False
3758-CKOQL,59,107.0,6152.3,0,0,Yes,No,kaggle,104.27627118644068,True,False,True,False,False,False,True,False,False,False,True
0322-CHQRU,2,45.35,89.5,1,0,No,No,kaggle,44.75,False,False,False,True,False,True,False,False,False,False,False
5676-CFLYY,71,73.35,5154.5,0,0,Yes,Yes,kaggle,72.59859154929578,False,True,True,False,False,True,False,False,False,False,True
7521-AFHAB,5,44.8,220.45,0,0,Yes,Yes,kaggle,44.089999999999996,False,False,False,False,True,False,False,False,False,False,False
0285-INHLN,27,54.75,1510.3,0,0,Yes,Yes,kaggle,55.93703703703704,False,False,True,False,False,True,False,False,False,True,False
4678-DVQEO,1,52.2,52.2,1,0,No,No,kaggle,52.2,False,False,False,True,False,False,False,False,False,False,False
5125-CNDSP,63,40.6,2588.95,0,0,No,Yes,kaggle,41.09444444444444,True,False,False,False,False,True,False,False,False,False,True
0691-IFBQW,46,110.0,4874.8,1,1,No,No,kaggle,105.97391304347826,True,False,False,True,False,False,True,False,False,True,False
4992-LTJNE,72,55.3,3983.6,0,0,Yes,Yes,kaggle,55.327777777777776,False,True,False,False,False,True,False,False,False,False,True
2202-OUTMO,34,60.85,2003.6,0,0,Yes,No,kaggle,58.92941176470588,False,False,False,False,False,False,False,False,False,True,False
0810-BDHAW,24,78.4,1832.4,0,0,Yes,Yes,kaggle,76.35000000000001,True,False,False,True,False,False,False,False,True,False,False
0229-LFJAF,72,69.65,4908.25,0,0,No,No,kaggle,68.17013888888889,False,True,False,False,False,True,False,False,False,False,True
7131-ZQZNK,60,59.85,3590.2,0,0,Yes,Yes,kaggle,59.836666666666666,False,True,True,False,False,False,False,False,False,False,True
3442-ZHHCC,68,76.9,5023.0,0,0,No,No,kaggle,73.86764705882354,True,False,True,False,False,True,False,False,False,False,True
5726-CVNYA,8,19.85,146.6,0,0,Yes,Yes,kaggle,18.325,False,True,False,False,True,False,False,True,False,False,False
9871-ELEYA,34,67.65,2339.3,0,0,No,Yes,kaggle,68.8029411764706,False,True,True,False,False,False,False,False,False,True,False
4257-GAESD,6,45.0,298.7,0,0,No,No,kaggle,49.78333333333333,False,False,True,False,False,False,False,False,False,False,False
5173-WXOQV,2,64.2,143.65,0,0,Yes,No,kaggle,71.825,False,False,False,False,True,True,False,False,False,False,False
2040-OBMLJ,31,81.7,2548.65,0,0,No,No,kaggle,82.21451612903226,True,False,True,False,False,True,True,False,False,True,False
6286-ZHAOK,20,25.55,507.4,0,0,Yes,Yes,kaggle,25.369999999999997,False,False,False,False,False,False,False,True,True,False,False
3807-XHCJH,1,20.0,20.0,0,0,Yes,Yes,kaggle,20.0,False,False,False,True,False,False,False,True,False,False,False
3009-JWMPU,62,96.75,6125.4,1,0,No,No,kaggle,98.79677419354839,True,False,False,True,False,True,True,False,False,False,True
5671-RQRLP,70,75.65,5411.4,0,1,Yes,No,kaggle,77.30571428571427,False,True,True,False,False,False,True,False,False,False,True
1450-GALXR,10,98.5,1058.25,1,0,No,No,kaggle,105.825,False,False,False,True,False,False,True,False,False,False,False
8859-AXJZP,39,23.8,903.8,0,0,Yes,Yes,kaggle,23.174358974358974,False,True,False,False,True,True,False,True,False,True,False
3174-AKMAS,46,64.2,3009.5,0,0,Yes,No,kaggle,65.42391304347827,False,True,True,False,False,False,False,False,False,True,False
3138-BKYAV,6,85.35,489.45,1,0,No,No,kaggle,81.575,False,False,False,True,False,True,True,False,False,False,False
9926-PJHDQ,72,76.8,5468.45,0,0,Yes,Yes,kaggle,75.95069444444444,False,True,False,False,False,False,False,False,False,False,True
7382-DFJTU,18,55.2,1058.1,0,0,No,No,kaggle,58.78333333333333,False,False,True,False,False,True,False,False,True,False,False
2798-NYLMZ,71,108.55,7616.0,0,0,Yes,No,kaggle,107.26760563380282,False,True,True,False,False,True,True,False,False,False,True
4289-DTDKW,40,101.3,4113.1,1,0,Yes,No,kaggle,102.82750000000001,False,False,False,True,False,True,True,False,False,True,False
1820-TQVEV,1,69.55,69.55,1,0,No,No,kaggle,69.55,False,False,False,True,False,True,True,False,False,False,False
2239-JALAW,58,103.25,6017.65,1,0,No,No,kaggle,103.75258620689655,True,False,False,False,False,True,True,False,False,False,True
4853-RULSV,70,104.0,7250.15,1,0,No,No,kaggle,103.57357142857143,False,True,True,False,False,True,True,False,False,False,True
8098-TDCBU,42,25.25,1108.2,0,0,Yes,No,kaggle,26.385714285714286,False,True,False,True,False,False,False,True,False,True,False
3551-GAEGL,34,30.4,938.65,0,0,Yes,Yes,kaggle,27.60735294117647,True,False,False,False,False,True,False,False,False,True,False
4785-NKHCX,5,20.05,94.15,0,1,No,No,kaggle,18.830000000000002,False,False,False,False,False,True,False,True,False,False,False
3196-NVXLZ,25,84.6,2088.05,0,0,No,No,kaggle,83.522,False,False,False,False,True,False,True,False,False,True,False
6275-YDUVO,2,86.2,178.7,1,0,No,No,kaggle,89.35,False,False,False,False,True,False,True,False,False,False,False
0036-IHMOT,55,103.7,5656.75,0,0,Yes,Yes,kaggle,102.85,True,False,False,False,False,False,True,False,False,False,True
0115-TFERT,21,111.2,2317.1,1,0,Yes,No,kaggle,110.33809523809524,False,False,False,True,False,True,True,False,True,False,False
4178-EGMON,70,88.0,5986.45,0,0,Yes,No,kaggle,85.52071428571428,False,True,True,False,False,True,True,False,False,False,True
4220-TINQT,61,106.35,6751.35,0,0,Yes,No,kaggle,110.67786885245903,False,False,False,True,False,False,True,False,False,False,True
5318-YKDPV,43,79.15,3566.6,0,0,Yes,Yes,kaggle,82.94418604651163,False,True,True,False,False,True,False,False,False,True,False
7975-TZMLR,47,103.1,4889.3,0,0,No,No,kaggle,104.02765957446809,True,False,False,True,False,True,True,False,False,True,False
0295-QVKPB,5,63.95,318.1,0,0,No,No,kaggle,63.620000000000005,False,False,True,False,False,True,False,False,False,False,False
4335-BSMJS,62,25.8,1563.95,0,0,No,No,kaggle,25.225,False,True,True,False,False,False,False,True,False,False,True
2311-QYMUQ,16,89.45,1430.25,1,0,Yes,Yes,kaggle,89.390625,False,False,True,False,False,False,True,False,True,False,False
3643-AHCFP,7,95.6,644.35,1,1,Yes,No,kaggle,92.05,False,False,False,False,False,True,True,False,False,False,False
9146-JRIOX,14,25.55,372.45,0,0,Yes,Yes,kaggle,26.603571428571428,False,False,False,False,True,False,False,True,True,False,False
3104-OWCGK,60,90.95,5453.4,1,0,Yes,Yes,kaggle,90.89,True,False,False,True,False,True,True,False,False,False,True
5337-IIWKZ,34,44.85,1442.6,0,0,Yes,Yes,kaggle,42.42941176470588,False,False,False,True,False,True,False,False,False,True,False
9101-BWFSS,50,108.55,5610.7,1,0,Yes,No,kaggle,112.214,True,False,False,True,False,False,True,False,False,False,True
9650-VBUOG,38,25.05,963.95,0,0,Yes,Yes,kaggle,25.367105263157896,False,True,True,False,False,True,False,True,False,True,False
3487-EARAT,70,74.1,5222.3,0,0,Yes,Yes,kaggle,74.60428571428572,True,False,True,False,False,False,False,False,False,False,True
2672-TGEFF,37,88.8,3340.55,0,0,Yes,Yes,kaggle,90.28513513513514,False,False,False,True,False,False,True,False,False,True,False
9231-ZJYAM,4,78.85,292.8,1,1,No,No,kaggle,73.2,False,False,False,True,False,False,True,False,False,False,False
4250-WAROZ,60,93.25,5774.55,0,1,Yes,Yes,kaggle,96.2425,False,False,False,True,False,True,True,False,False,False,True
8184-WMOFI,62,71.4,4487.3,0,0,Yes,Yes,kaggle,72.3758064516129,True,False,True,False,False,True,False,False,False,False,True
6982-SSHFK,1,44.4,44.4,1,0,No,No,kaggle,44.4,False,False,False,False,True,True,False,False,False,False,False
6092-QZVPP,36,79.2,2854.95,0,0,No,No,kaggle,79.30416666666666,False,False,True,False,False,True,False,False,False,True,False
4625-LAMOB,44,20.4,905.55,0,0,No,No,kaggle,20.580681818181816,False,True,True,False,False,True,False,True,False,True,False
0727-BMPLR,55,100.0,5509.3,1,1,No,No,kaggle,100.16909090909091,True,False,False,True,False,False,True,False,False,False,True
0392-BZIUW,72,105.0,7589.8,0,0,Yes,No,kaggle,105.41388888888889,False,True,True,False,False,False,True,False,False,False,True
1038-ZAGBI,12,19.8,229.6,1,0,Yes,Yes,kaggle,19.133333333333333,True,False,False,False,False,False,False,True,False,False,False
6549-NNDYT,13,30.85,394.1,0,0,No,No,kaggle,30.315384615384616,False,False,False,False,False,False,False,False,True,False,False
3027-ZTDHO,1,89.9,89.9,1,0,No,No,kaggle,89.9,False,False,False,True,False,True,True,False,False,False,False
0422-OHQHQ,15,20.55,295.95,0,0,Yes,Yes,kaggle,19.73,True,False,False,False,True,False,False,True,True,False,False
6916-HIJSE,65,84.85,5459.2,0,0,No,No,kaggle,83.9876923076923,False,True,False,False,False,False,False,False,False,False,True
2316-ESMLS,12,33.15,444.75,0,0,Yes,Yes,kaggle,37.0625,True,False,True,False,False,False,False,False,False,False,False
9778-OGKQZ,72,92.0,6782.15,0,0,Yes,No,kaggle,94.19652777777777,False,True,True,False,False,True,False,False,False,False,True
7408-OFWXJ,72,89.8,6510.45,0,0,Yes,Yes,kaggle,90.42291666666667,False,True,True,False,False,False,False,False,False,False,True
6007-TCTST,72,115.8,8476.5,0,0,Yes,Yes,kaggle,117.72916666666667,False,True,False,False,False,False,True,False,False,False,True
2252-NKNSI,52,85.15,4461.85,0,0,No,Yes,kaggle,85.8048076923077,False,True,False,False,True,True,False,False,False,False,True
8713-IGZSO,2,24.85,62.0,0,0,No,No,kaggle,31.0,False,False,False,False,True,True,False,True,False,False,False
7905-TVXTA,5,64.35,352.65,0,0,No,No,kaggle,70.53,False,False,False,True,False,False,False,False,False,False,False
7695-PKLCZ,68,20.5,1424.9,0,0,No,No,kaggle,20.954411764705885,False,True,True,False,False,False,False,True,False,False,True
2382-BCKQJ,62,100.15,6413.65,1,0,No,Yes,kaggle,103.44596774193548,True,False,False,True,False,False,True,False,False,False,True
8374-UULRV,72,86.05,6309.65,0,0,No,No,kaggle,87.63402777777777,False,True,True,False,False,True,False,False,False,False,True
2207-NHRJK,1,50.8,50.8,1,0,No,No,kaggle,50.8,False,False,False,True,False,True,False,False,False,False,False
3224-DFQNQ,66,89.0,5898.6,0,0,Yes,No,kaggle,89.37272727272727,True,False,False,True,False,False,True,False,False,False,True
5275-PMFUT,72,64.8,4719.75,0,0,Yes,Yes,kaggle,65.55208333333333,False,True,True,False,False,True,False,False,False,False,True
4795-UXVCJ,26,19.8,457.3,0,0,No,No,kaggle,17.588461538461537,True,False,True,False,False,True,False,True,False,True,False
9777-IQHWP,64,93.4,5822.3,0,0,Yes,Yes,kaggle,90.9734375,False,True,False,False,False,True,True,False,False,False,True
0947-MUGVO,20,73.65,1463.5,1,1,Yes,No,kaggle,73.175,False,False,False,True,False,True,True,False,True,False,False
9944-HKVVB,3,95.1,307.4,1,0,No,No,kaggle,102.46666666666665,False,False,False,True,False,False,True,False,False,False,False
4124-MMETB,22,94.65,2104.55,1,0,No,No,kaggle,95.66136363636365,False,False,True,False,False,True,True,False,True,False,False
3671-SHRSP,4,80.6,319.15,1,0,Yes,No,kaggle,79.7875,False,False,False,False,True,True,True,False,False,False,False
0979-MOZQI,62,39.0,2337.45,0,0,Yes,No,kaggle,37.7008064516129,False,True,False,False,False,True,False,False,False,False,True
2732-ISEZX,5,20.5,104.3,0,0,No,No,kaggle,20.86,False,False,False,False,True,False,False,True,False,False,False
3313-QKNKB,59,85.55,5084.65,1,0,Yes,No,kaggle,86.18050847457627,True,False,False,True,False,True,True,False,False,False,True
0323-XWWTN,3,26.4,121.25,0,0,No,Yes,kaggle,40.416666666666664,False,True,False,False,True,True,False,True,False,False,False
1937-OTUKY,72,98.2,7015.9,0,0,Yes,No,kaggle,97.44305555555555,False,True,False,False,False,False,True,False,False,False,True
1573-LGXBA,57,97.55,5598.0,0,0,Yes,Yes,kaggle,98.21052631578948,True,False,True,False,False,True,True,False,False,False,True
1764-VUUMT,66,19.95,1269.1,0,0,No,Yes,kaggle,19.228787878787877,False,True,True,False,False,True,False,True,False,False,True
5073-WXOYN,60,50.8,3027.4,1,0,No,No,kaggle,50.45666666666667,False,False,False,True,False,False,False,False,False,False,True
4713-ZBURT,45,99.7,4634.35,0,0,No,Yes,kaggle,102.98555555555556,False,True,False,False,False,True,True,False,False,True,False
3050-GBUSH,3,34.8,113.95,0,0,No,No,kaggle,37.983333333333334,False,False,True,False,False,False,False,False,False,False,False
0207-MDKNV,15,105.1,1582.75,1,0,No,No,kaggle,105.51666666666667,False,False,False,True,False,False,True,False,True,False,False
7876-AEHIG,51,60.15,3077.0,0,0,No,Yes,kaggle,60.333333333333336,True,False,False,False,False,False,False,False,False,False,True
7945-HLKEA,60,64.75,4039.5,0,0,No,No,kaggle,67.325,True,False,False,True,False,False,False,False,False,False,True
9342-VNIMQ,33,54.65,1665.2,0,0,No,No,kaggle,50.46060606060606,False,False,False,False,False,True,False,False,False,True,False
9851-KIELU,10,110.1,1043.3,1,0,No,No,kaggle,104.33,False,False,False,True,False,True,True,False,False,False,False
3523-BRGUW,26,19.3,504.2,0,1,No,No,kaggle,19.392307692307693,True,False,True,False,False,True,False,True,False,True,False
3908-BLSYF,6,83.9,497.55,1,0,No,No,kaggle,82.925,False,False,False,True,False,False,True,False,False,False,False
3199-NPKCN,67,111.25,7511.65,0,0,Yes,No,kaggle,112.1141791044776,True,False,False,True,False,False,True,False,False,False,True
5170-PTRKA,49,35.8,1782.0,0,0,Yes,Yes,kaggle,36.36734693877551,True,False,True,False,False,False,False,False,False,False,True
4661-NJEUX,1,20.05,20.05,0,0,No,No,kaggle,20.05,False,False,False,False,True,True,False,True,False,False,False
2123-AGEEN,7,84.35,609.65,0,1,No,No,kaggle,87.09285714285714,False,False,False,True,False,False,True,False,False,False,False
1258-YMZNM,27,110.5,2857.6,0,1,No,No,kaggle,105.83703703703704,True,False,False,False,False,False,True,False,False,True,False
0048-LUMLS,37,91.2,3247.55,0,0,Yes,Yes,kaggle,87.77162162162162,True,False,True,False,False,True,True,False,False,True,False
7549-MYGPK,63,100.55,6215.35,1,0,Yes,Yes,kaggle,98.65634920634922,False,False,False,True,False,False,True,False,False,False,True
5898-IGSLP,31,89.3,2823.0,0,0,Yes,Yes,kaggle,91.06451612903226,False,False,False,True,False,True,True,False,False,True,False
3804-RVTGV,50,103.85,5017.9,1,0,Yes,Yes,kaggle,100.35799999999999,False,False,False,False,False,True,True,False,False,False,True
6259-WJQLC,32,81.1,2619.25,0,1,No,No,kaggle,81.8515625,False,False,True,False,False,True,True,False,False,True,False
9227-LUNBG,1,24.6,24.6,1,0,No,No,kaggle,24.6,False,False,False,True,False,False,False,False,False,False,False
7997-EASSD,63,81.2,4965.1,0,0,Yes,No,kaggle,78.81111111111112,True,False,True,False,False,False,True,False,False,False,True
0730-KOAVE,30,94.3,2679.7,0,0,No,No,kaggle,89.32333333333332,False,False,True,False,False,True,True,False,False,True,False
8975-SKGRX,71,116.1,8310.55,0,0,Yes,No,kaggle,117.04999999999998,False,True,False,False,False,True,True,False,False,False,True
0678-RLHVP,53,105.55,5682.25,0,0,No,No,kaggle,107.2122641509434,False,True,False,True,False,False,True,False,False,False,True
4315-MURBD,12,98.9,1120.95,1,0,No,No,kaggle,93.41250000000001,False,False,False,False,False,False,True,False,False,False,False
2267-FPIMA,50,94.4,4914.9,0,0,Yes,No,kaggle,98.29799999999999,False,False,True,False,False,True,True,False,False,False,True
1051-GEJLJ,2,19.5,27.55,0,0,No,No,kaggle,13.775,False,False,False,False,True,False,False,True,False,False,False
9734-YWGEX,9,98.3,923.5,1,0,No,No,kaggle,102.61111111111111,False,False,True,False,False,False,True,False,False,False,False
2719-BDAQO,17,93.85,1625.65,1,0,No,No,kaggle,95.62647058823529,False,False,False,True,False,True,True,False,True,False,False
5285-MVEHD,56,105.6,6068.65,0,0,Yes,No,kaggle,108.36874999999999,True,False,True,False,False,False,True,False,False,False,True
0379-DJQHR,67,81.35,5398.6,0,0,Yes,Yes,kaggle,80.57611940298509,False,True,True,False,False,True,False,False,False,False,True
0781-LKXBR,9,100.5,918.6,1,1,No,No,kaggle,102.06666666666666,False,False,False,True,False,True,True,False,False,False,False
5543-QDCRY,4,56.4,234.85,0,0,No,No,kaggle,58.7125,False,False,False,True,False,True,False,False,False,False,False
0297-RBCSG,19,65.35,1231.85,0,0,No,No,kaggle,64.83421052631579,True,False,False,False,False,True,False,False,True,False,False
4694-PHWFW,8,19.95,170.9,0,0,No,Yes,kaggle,21.3625,False,False,False,False,True,False,False,True,False,False,False
0835-JKADZ,71,111.25,7984.15,0,0,No,No,kaggle,112.45281690140844,False,True,False,True,False,False,True,False,False,False,True
1907-UBQFC,10,72.85,688.65,1,1,No,No,kaggle,68.865,False,False,False,True,False,True,True,False,False,False,False
7508-SMHXL,15,89.0,1288.3,0,1,No,No,kaggle,85.88666666666667,False,False,True,False,False,False,True,False,True,False,False
3865-YIOTT,72,106.1,7848.5,0,0,Yes,Yes,kaggle,109.00694444444444,True,False,False,False,False,True,True,False,False,False,True
5993-BQHEA,12,20.05,267.0,0,0,No,No,kaggle,22.25,True,False,True,False,False,True,False,True,False,False,False
6024-RUGGH,72,25.2,1798.9,0,0,Yes,Yes,kaggle,24.984722222222224,False,True,False,False,False,True,False,True,False,False,True
6513-EECDB,1,73.55,73.55,1,1,Yes,No,kaggle,73.55,False,False,False,True,False,True,True,False,False,False,False
3956-CJUST,23,75.4,1643.55,0,1,No,No,kaggle,71.45869565217392,False,False,False,False,False,False,True,False,True,False,False
4079-WWQQQ,72,65.55,4807.45,0,0,No,No,kaggle,66.77013888888888,False,True,False,False,False,True,False,False,False,False,True
6103-BOCOU,26,80.7,2193.0,0,0,No,No,kaggle,84.34615384615384,False,False,False,True,False,False,True,False,False,True,False
5149-TGWDZ,21,104.55,2239.4,0,0,No,No,kaggle,106.63809523809525,True,False,False,False,True,False,True,False,True,False,False
7471-WNSUF,60,24.15,1505.9,0,0,Yes,No,kaggle,25.098333333333336,True,False,False,False,False,True,False,True,False,False,True
8942-DBMHZ,12,20.45,255.35,0,0,No,No,kaggle,21.279166666666665,False,False,False,False,True,True,False,True,False,False,False
4301-VVZKA,16,75.4,1189.4,0,0,Yes,No,kaggle,74.3375,False,False,False,True,False,True,True,False,True,False,False
9199-PWQVC,63,79.7,4786.15,0,0,Yes,No,kaggle,75.97063492063492,True,False,True,False,False,False,False,False,False,False,True
4824-GUCBY,22,81.7,1820.9,0,1,No,No,kaggle,82.76818181818182,False,False,False,True,False,False,True,False,True,False,False
5393-HJZSM,32,76.3,2404.15,0,0,Yes,Yes,kaggle,75.1296875,False,False,False,False,False,False,False,False,False,True,False
7074-IEVOJ,3,79.4,205.05,1,1,No,No,kaggle,68.35000000000001,False,False,False,True,False,False,True,False,False,False,False
9625-QSTYE,13,81.15,952.3,1,0,No,No,kaggle,73.25384615384615,False,False,False,True,False,False,True,False,True,False,False
0862-PRCBS,68,103.75,7039.45,0,0,Yes,Yes,kaggle,103.52132352941176,False,True,True,False,False,False,True,False,False,False,True
8812-ZRHFP,30,86.45,2538.05,0,0,Yes,Yes,kaggle,84.60166666666667,True,False,False,True,False,False,True,False,False,True,False
5146-CBVOE,16,75.1,1212.85,0,0,No,No,kaggle,75.803125,False,False,False,False,False,False,True,False,True,False,False
0454-OKRCT,33,80.6,2651.1,0,0,No,No,kaggle,80.33636363636363,False,True,False,False,False,True,True,False,False,True,False
5787-KXGIY,72,19.3,1304.8,0,0,Yes,No,kaggle,18.12222222222222,False,True,True,False,False,True,False,True,False,False,True
4750-ZRXIU,4,84.6,360.1,1,1,No,No,kaggle,90.025,False,False,False,True,False,False,True,False,False,False,False
4198-VFOEA,12,33.6,435.45,0,0,No,No,kaggle,36.2875,True,False,False,False,True,False,False,False,False,False,False
6630-UJZMY,4,83.25,308.05,0,1,Yes,No,kaggle,77.0125,False,False,False,True,False,False,True,False,False,False,False
6400-BWQKW,6,79.05,434.5,1,0,No,No,kaggle,72.41666666666667,False,False,False,True,False,False,True,False,False,False,False
2692-AQCPF,65,108.05,7118.9,0,0,Yes,No,kaggle,109.52153846153846,True,False,True,False,False,False,True,False,False,False,True
0347-UBKUZ,15,19.9,320.45,0,0,No,No,kaggle,21.363333333333333,False,False,False,False,True,False,False,True,True,False,False
0835-DUUIQ,24,21.05,531.55,0,0,No,Yes,kaggle,22.147916666666664,True,False,False,False,False,False,False,True,True,False,False
0811-GSDTP,13,30.15,382.2,0,0,No,Yes,kaggle,29.4,False,False,False,True,False,False,False,False,True,False,False
7567-ECMCM,24,79.85,2001.0,0,0,No,No,kaggle,83.375,False,False,True,False,False,True,True,False,True,False,False
6115-ZTBFQ,72,65.5,4919.7,0,0,Yes,No,kaggle,68.32916666666667,False,True,False,False,False,False,False,False,False,False,True
6353-BRMMA,54,104.1,5645.8,0,0,Yes,Yes,kaggle,104.55185185185185,False,False,False,False,False,False,True,False,False,False,True
6680-WKXRZ,3,74.4,215.8,1,0,No,No,kaggle,71.93333333333334,False,False,False,False,False,False,True,False,False,False,False
6231-WFGFH,4,20.5,77.6,0,0,Yes,Yes,kaggle,19.4,False,False,False,False,True,True,False,True,False,False,False
9904-EHEVJ,32,91.35,2896.55,0,1,Yes,Yes,kaggle,90.5171875,False,False,False,False,True,False,True,False,False,True,False
7028-DVOIQ,35,99.05,3395.8,1,1,No,No,kaggle,97.02285714285715,False,False,False,True,False,True,True,False,False,True,False
6169-PPETC,35,20.5,759.35,0,0,Yes,Yes,kaggle,21.695714285714285,False,True,False,False,False,True,False,True,False,True,False
4208-UFFGW,2,44.95,85.15,1,1,No,No,kaggle,42.575,False,False,False,False,True,True,False,False,False,False,False
8584-KMVXD,8,75.6,535.55,0,0,No,No,kaggle,66.94375,False,False,False,True,False,False,True,False,False,False,False
8467-WYNSR,22,55.1,1253.15,0,0,No,No,kaggle,56.96136363636364,False,False,False,False,True,True,False,False,True,False,False
0851-DFJKB,15,58.95,955.15,0,0,No,No,kaggle,63.67666666666666,False,False,False,True,False,False,False,False,True,False,False
5382-SOYZL,22,95.1,2162.6,0,0,No,No,kaggle,98.3,False,False,False,True,False,True,True,False,True,False,False
9448-REEVD,1,44.7,44.7,1,0,Yes,No,kaggle,44.7,False,False,True,False,False,True,False,False,False,False,False
3261-CQXOL,71,25.45,1813.35,0,0,Yes,Yes,kaggle,25.54014084507042,False,True,False,False,False,False,False,True,False,False,True
8388-FYNPZ,4,56.75,245.15,0,0,No,No,kaggle,61.2875,False,False,False,True,False,True,False,False,False,False,False
4002-BQWPQ,25,81.75,2028.8,0,0,No,No,kaggle,81.152,False,False,False,False,False,True,False,False,False,True,False
5651-YLPRD,32,86.1,2723.75,0,0,Yes,Yes,kaggle,85.1171875,False,False,False,True,False,False,True,False,False,True,False
2826-DXLQO,7,29.8,220.45,0,1,Yes,No,kaggle,31.49285714285714,False,False,False,False,False,True,False,False,False,False,False
4378-BZYFP,17,20.5,365.8,0,0,No,No,kaggle,21.51764705882353,True,False,False,False,True,True,False,True,True,False,False
9489-UTFKA,8,60.9,551.95,0,1,Yes,No,kaggle,68.99375,False,False,False,False,False,True,False,False,False,False,False
4849-PYRLQ,56,73.25,4054.2,0,1,No,No,kaggle,72.39642857142857,False,True,False,False,False,False,False,False,False,False,True
9117-SHLZX,1,45.7,45.7,1,0,No,No,kaggle,45.7,False,False,False,False,True,True,False,False,False,False,False
9889-TMAHG,8,100.3,832.35,1,1,No,No,kaggle,104.04375,False,False,True,False,False,True,True,False,False,False,False
4541-RMRLG,7,19.25,112.3,1,0,No,No,kaggle,16.04285714285714,False,False,False,True,False,True,False,True,False,False,False
7764-BDPEE,3,20.85,60.65,0,0,No,Yes,kaggle,20.216666666666665,False,False,False,False,True,True,False,True,False,False,False
3429-IFLEM,71,77.35,5550.1,0,0,No,No,kaggle,78.17042253521127,False,True,True,False,False,False,False,False,False,False,True
3158-MOERK,2,96.0,174.8,1,0,No,No,kaggle,87.4,False,False,False,True,False,False,True,False,False,False,False
7294-TMAOP,1,90.55,90.55,1,0,No,No,kaggle,90.55,False,False,False,True,False,False,True,False,False,False,False
5002-GCQFH,49,93.85,4733.1,0,0,Yes,No,kaggle,96.59387755102041,False,False,False,False,False,True,True,False,False,False,True
0556-FJEGU,58,70.1,4048.95,0,0,No,No,kaggle,69.80948275862069,False,True,False,False,False,True,False,False,False,False,True
8919-FYFQZ,44,30.35,1359.7,1,1,Yes,No,kaggle,30.902272727272727,False,False,False,True,False,True,False,False,False,True,False
0604-THJFP,59,75.95,4542.35,0,0,Yes,Yes,kaggle,76.98898305084747,False,True,True,False,False,False,False,False,False,False,True
2834-JRTUA,71,108.05,7532.15,1,0,No,No,kaggle,106.08661971830985,False,True,False,True,False,True,True,False,False,False,True
5875-YPQFJ,1,69.9,69.9,1,0,No,No,kaggle,69.9,False,False,False,True,False,True,True,False,False,False,False
5879-SESNB,11,75.25,888.65,0,0,No,No,kaggle,80.78636363636363,False,False,False,True,False,False,True,False,False,False,False
6646-QVXLR,62,103.75,6383.35,1,1,Yes,No,kaggle,102.95725806451614,True,False,False,True,False,True,True,False,False,False,True
6461-PPAXN,35,54.95,1916.0,0,0,Yes,Yes,kaggle,54.74285714285714,True,False,False,False,False,False,False,False,False,True,False
3318-ISQFQ,20,19.5,413.0,0,0,No,No,kaggle,20.65,False,False,False,False,False,False,False,True,True,False,False
1106-HRLKZ,40,19.6,808.95,0,0,Yes,Yes,kaggle,20.223750000000003,False,True,False,False,True,True,False,True,False,True,False
2483-XSSMZ,39,47.85,1886.4,0,0,No,No,kaggle,48.369230769230775,True,False,False,True,False,False,False,False,False,True,False
8603-IJWDN,1,86.6,86.6,1,0,No,No,kaggle,86.6,False,False,False,True,False,True,True,False,False,False,False
8165-ZJRNM,72,23.75,1679.25,0,0,Yes,Yes,kaggle,23.322916666666668,False,True,False,False,False,False,False,True,False,False,True
9369-XFEHK,33,80.6,2656.5,1,1,Yes,No,kaggle,80.5,False,False,False,False,False,False,True,False,False,True,False
2604-XVDAM,12,43.8,540.95,0,0,No,No,kaggle,45.07916666666667,False,False,False,False,False,False,False,False,False,False,False
3717-OFRTN,1,19.75,19.75,0,0,No,No,kaggle,19.75,False,False,False,False,False,True,False,True,False,False,False
9046-JBFWA,27,19.15,537.35,0,0,No,Yes,kaggle,19.901851851851852,False,False,False,False,True,True,False,True,False,True,False
3280-NMUVX,34,19.6,678.8,0,0,Yes,Yes,kaggle,19.96470588235294,True,False,True,False,False,True,False,True,False,True,False
1206-EHBDD,56,80.3,4513.65,0,0,Yes,No,kaggle,80.60089285714285,False,True,False,False,False,False,True,False,False,False,True
8361-LBRDI,58,24.35,1423.85,0,0,No,No,kaggle,24.54913793103448,False,True,True,False,False,False,False,True,False,False,True
4883-KCPZJ,22,25.25,555.4,0,0,Yes,Yes,kaggle,25.245454545454546,False,True,True,False,False,False,False,True,True,False,False
